Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Namespace(data_path='/media/data/coco2017', weights_path=None, dataset='coco', model='my_fcos_resnet50_fpn', device='cuda', batch_size=2, epochs=26, workers=4, opt='sgd', lr=0.005, momentum=0.9, weight_decay=0.0001, norm_weight_decay=None, lr_scheduler='multisteplr', lr_step_size=8, lr_steps=[16, 22], lr_gamma=0.1, print_freq=20, output_dir='./outputs/FCOS/s3c_s4o_s5g', resume='', start_epoch=0, aspect_ratio_group_factor=3, rpn_score_thresh=None, trainable_backbone_layers=None, data_augmentation='hflip', sync_bn=False, test_only=False, use_deterministic_algorithms=False, world_size=2, dist_url='env://', weights=None, weights_backbone='ResNet50_Weights.IMAGENET1K_V1', amp=True, use_copypaste=False, backend='pil', use_v2=False, rank=0, gpu=0, distributed=True, dist_backend='nccl')
Loading data
root:  /media/data/coco2017
img_folder:  train2017
loading annotations into memory...
Done (t=8.31s)
creating index...
index created!
root:  /media/data/coco2017
img_folder:  val2017
loading annotations into memory...
Done (t=0.21s)
creating index...
index created!
Creating data loaders
Using [0, 0.5, 0.6299605249474365, 0.7937005259840997, 1.0, 1.259921049894873, 1.5874010519681991, 2.0, inf] as bins for aspect ratio quantization
Count of instances per bin: [  104   982 24236  2332  8225 74466  5763  1158]
Creating model
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Loading weights from ResNet50_Weights.IMAGENET1K_V1
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Start training
Epoch: [1]  [ 2200/29316]  eta: 1:39:24  lr: 0.005000  loss: 1.2754 (1.2889)  bbox_ctrness: 0.6284 (0.6285)  bbox_regression: 0.2707 (0.2784)  classification: 0.3934 (0.3821)  time: 0.2217  data: 0.0039  max mem: 5471
Epoch: [1]  [ 2220/29316]  eta: 1:39:20  lr: 0.005000  loss: 1.3290 (1.2892)  bbox_ctrness: 0.6316 (0.6285)  bbox_regression: 0.3053 (0.2785)  classification: 0.3876 (0.3822)  time: 0.2201  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2240/29316]  eta: 1:39:16  lr: 0.005000  loss: 1.1919 (1.2886)  bbox_ctrness: 0.6249 (0.6285)  bbox_regression: 0.2596 (0.2784)  classification: 0.3297 (0.3818)  time: 0.2229  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2260/29316]  eta: 1:39:12  lr: 0.005000  loss: 1.2667 (1.2885)  bbox_ctrness: 0.6257 (0.6285)  bbox_regression: 0.2684 (0.2783)  classification: 0.3637 (0.3817)  time: 0.2193  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2280/29316]  eta: 1:39:07  lr: 0.005000  loss: 1.3048 (1.2885)  bbox_ctrness: 0.6336 (0.6285)  bbox_regression: 0.2856 (0.2784)  classification: 0.3932 (0.3817)  time: 0.2202  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2300/29316]  eta: 1:39:03  lr: 0.005000  loss: 1.2502 (1.2882)  bbox_ctrness: 0.6298 (0.6285)  bbox_regression: 0.2719 (0.2783)  classification: 0.3432 (0.3813)  time: 0.2216  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2320/29316]  eta: 1:38:58  lr: 0.005000  loss: 1.2564 (1.2881)  bbox_ctrness: 0.6287 (0.6285)  bbox_regression: 0.2554 (0.2783)  classification: 0.3656 (0.3813)  time: 0.2165  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2340/29316]  eta: 1:38:54  lr: 0.005000  loss: 1.2855 (1.2880)  bbox_ctrness: 0.6280 (0.6285)  bbox_regression: 0.2630 (0.2782)  classification: 0.3815 (0.3813)  time: 0.2205  data: 0.0035  max mem: 5471
Epoch: [1]  [ 2360/29316]  eta: 1:38:49  lr: 0.005000  loss: 1.2631 (1.2878)  bbox_ctrness: 0.6301 (0.6285)  bbox_regression: 0.2928 (0.2782)  classification: 0.3400 (0.3810)  time: 0.2186  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2380/29316]  eta: 1:38:45  lr: 0.005000  loss: 1.2877 (1.2875)  bbox_ctrness: 0.6236 (0.6285)  bbox_regression: 0.2813 (0.2781)  classification: 0.3429 (0.3808)  time: 0.2205  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2400/29316]  eta: 1:38:41  lr: 0.005000  loss: 1.2572 (1.2873)  bbox_ctrness: 0.6289 (0.6285)  bbox_regression: 0.2483 (0.2780)  classification: 0.3846 (0.3807)  time: 0.2238  data: 0.0035  max mem: 5471
Epoch: [1]  [ 2420/29316]  eta: 1:38:38  lr: 0.005000  loss: 1.3317 (1.2877)  bbox_ctrness: 0.6327 (0.6286)  bbox_regression: 0.2895 (0.2781)  classification: 0.4043 (0.3810)  time: 0.2243  data: 0.0039  max mem: 5471
Epoch: [1]  [ 2440/29316]  eta: 1:38:33  lr: 0.005000  loss: 1.2696 (1.2875)  bbox_ctrness: 0.6281 (0.6285)  bbox_regression: 0.2556 (0.2780)  classification: 0.3667 (0.3809)  time: 0.2184  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2460/29316]  eta: 1:38:29  lr: 0.005000  loss: 1.2922 (1.2876)  bbox_ctrness: 0.6307 (0.6285)  bbox_regression: 0.2804 (0.2781)  classification: 0.3740 (0.3811)  time: 0.2213  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2480/29316]  eta: 1:38:24  lr: 0.005000  loss: 1.2543 (1.2874)  bbox_ctrness: 0.6296 (0.6285)  bbox_regression: 0.2843 (0.2781)  classification: 0.3322 (0.3808)  time: 0.2186  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2500/29316]  eta: 1:38:20  lr: 0.005000  loss: 1.3000 (1.2877)  bbox_ctrness: 0.6321 (0.6286)  bbox_regression: 0.2928 (0.2782)  classification: 0.3850 (0.3809)  time: 0.2204  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2520/29316]  eta: 1:38:16  lr: 0.005000  loss: 1.2460 (1.2875)  bbox_ctrness: 0.6262 (0.6286)  bbox_regression: 0.2601 (0.2782)  classification: 0.3606 (0.3808)  time: 0.2228  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2540/29316]  eta: 1:38:12  lr: 0.005000  loss: 1.2756 (1.2874)  bbox_ctrness: 0.6330 (0.6286)  bbox_regression: 0.2789 (0.2782)  classification: 0.3657 (0.3806)  time: 0.2231  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2560/29316]  eta: 1:38:07  lr: 0.005000  loss: 1.2479 (1.2873)  bbox_ctrness: 0.6293 (0.6286)  bbox_regression: 0.2630 (0.2781)  classification: 0.3546 (0.3806)  time: 0.2131  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2580/29316]  eta: 1:38:03  lr: 0.005000  loss: 1.2711 (1.2873)  bbox_ctrness: 0.6341 (0.6286)  bbox_regression: 0.2902 (0.2781)  classification: 0.3627 (0.3805)  time: 0.2221  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2600/29316]  eta: 1:37:58  lr: 0.005000  loss: 1.3290 (1.2875)  bbox_ctrness: 0.6373 (0.6287)  bbox_regression: 0.2932 (0.2783)  classification: 0.3716 (0.3805)  time: 0.2187  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2620/29316]  eta: 1:37:54  lr: 0.005000  loss: 1.3304 (1.2879)  bbox_ctrness: 0.6368 (0.6287)  bbox_regression: 0.3021 (0.2784)  classification: 0.3607 (0.3808)  time: 0.2242  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2640/29316]  eta: 1:37:50  lr: 0.005000  loss: 1.2716 (1.2878)  bbox_ctrness: 0.6242 (0.6287)  bbox_regression: 0.2662 (0.2784)  classification: 0.3706 (0.3807)  time: 0.2209  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2660/29316]  eta: 1:37:45  lr: 0.005000  loss: 1.2890 (1.2882)  bbox_ctrness: 0.6294 (0.6287)  bbox_regression: 0.2760 (0.2786)  classification: 0.3693 (0.3809)  time: 0.2170  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2680/29316]  eta: 1:37:40  lr: 0.005000  loss: 1.2948 (1.2883)  bbox_ctrness: 0.6297 (0.6287)  bbox_regression: 0.2893 (0.2787)  classification: 0.3792 (0.3809)  time: 0.2162  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2700/29316]  eta: 1:37:36  lr: 0.005000  loss: 1.3045 (1.2882)  bbox_ctrness: 0.6298 (0.6287)  bbox_regression: 0.2770 (0.2786)  classification: 0.3670 (0.3809)  time: 0.2214  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2720/29316]  eta: 1:37:31  lr: 0.005000  loss: 1.2943 (1.2883)  bbox_ctrness: 0.6364 (0.6287)  bbox_regression: 0.2782 (0.2786)  classification: 0.3958 (0.3809)  time: 0.2153  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2740/29316]  eta: 1:37:27  lr: 0.005000  loss: 1.2687 (1.2883)  bbox_ctrness: 0.6240 (0.6287)  bbox_regression: 0.2650 (0.2786)  classification: 0.4086 (0.3810)  time: 0.2224  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2760/29316]  eta: 1:37:22  lr: 0.005000  loss: 1.2383 (1.2880)  bbox_ctrness: 0.6217 (0.6287)  bbox_regression: 0.2487 (0.2784)  classification: 0.3536 (0.3810)  time: 0.2185  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2780/29316]  eta: 1:37:18  lr: 0.005000  loss: 1.3065 (1.2881)  bbox_ctrness: 0.6286 (0.6287)  bbox_regression: 0.2730 (0.2784)  classification: 0.4058 (0.3811)  time: 0.2233  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2800/29316]  eta: 1:37:14  lr: 0.005000  loss: 1.2485 (1.2880)  bbox_ctrness: 0.6242 (0.6287)  bbox_regression: 0.2568 (0.2783)  classification: 0.3853 (0.3810)  time: 0.2209  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2820/29316]  eta: 1:37:09  lr: 0.005000  loss: 1.3082 (1.2881)  bbox_ctrness: 0.6311 (0.6287)  bbox_regression: 0.2749 (0.2783)  classification: 0.3876 (0.3811)  time: 0.2185  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2840/29316]  eta: 1:37:05  lr: 0.005000  loss: 1.2839 (1.2880)  bbox_ctrness: 0.6226 (0.6287)  bbox_regression: 0.2658 (0.2782)  classification: 0.3872 (0.3812)  time: 0.2183  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2860/29316]  eta: 1:37:00  lr: 0.005000  loss: 1.2306 (1.2878)  bbox_ctrness: 0.6236 (0.6287)  bbox_regression: 0.2422 (0.2781)  classification: 0.3457 (0.3811)  time: 0.2183  data: 0.0035  max mem: 5471
Epoch: [1]  [ 2880/29316]  eta: 1:36:54  lr: 0.005000  loss: 1.3087 (1.2878)  bbox_ctrness: 0.6249 (0.6286)  bbox_regression: 0.2770 (0.2781)  classification: 0.3804 (0.3811)  time: 0.2125  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2900/29316]  eta: 1:36:50  lr: 0.005000  loss: 1.3134 (1.2880)  bbox_ctrness: 0.6287 (0.6286)  bbox_regression: 0.2682 (0.2781)  classification: 0.3828 (0.3813)  time: 0.2204  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2920/29316]  eta: 1:36:44  lr: 0.005000  loss: 1.2873 (1.2881)  bbox_ctrness: 0.6332 (0.6287)  bbox_regression: 0.2578 (0.2781)  classification: 0.3756 (0.3814)  time: 0.2124  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2940/29316]  eta: 1:36:39  lr: 0.005000  loss: 1.2730 (1.2881)  bbox_ctrness: 0.6266 (0.6287)  bbox_regression: 0.2758 (0.2781)  classification: 0.3685 (0.3813)  time: 0.2165  data: 0.0034  max mem: 5471
Epoch: [1]  [ 2960/29316]  eta: 1:36:35  lr: 0.005000  loss: 1.2433 (1.2879)  bbox_ctrness: 0.6259 (0.6287)  bbox_regression: 0.2403 (0.2780)  classification: 0.3688 (0.3812)  time: 0.2221  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2980/29316]  eta: 1:36:30  lr: 0.005000  loss: 1.2540 (1.2877)  bbox_ctrness: 0.6247 (0.6286)  bbox_regression: 0.2623 (0.2779)  classification: 0.3638 (0.3812)  time: 0.2197  data: 0.0035  max mem: 5471
Epoch: [1]  [ 3000/29316]  eta: 1:36:26  lr: 0.005000  loss: 1.2538 (1.2876)  bbox_ctrness: 0.6271 (0.6286)  bbox_regression: 0.2714 (0.2778)  classification: 0.3616 (0.3812)  time: 0.2212  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3020/29316]  eta: 1:36:22  lr: 0.005000  loss: 1.3014 (1.2877)  bbox_ctrness: 0.6328 (0.6287)  bbox_regression: 0.2839 (0.2779)  classification: 0.3852 (0.3812)  time: 0.2199  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3040/29316]  eta: 1:36:18  lr: 0.005000  loss: 1.2195 (1.2874)  bbox_ctrness: 0.6202 (0.6286)  bbox_regression: 0.2448 (0.2777)  classification: 0.3767 (0.3812)  time: 0.2226  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3060/29316]  eta: 1:36:14  lr: 0.005000  loss: 1.2512 (1.2874)  bbox_ctrness: 0.6274 (0.6286)  bbox_regression: 0.2567 (0.2776)  classification: 0.3886 (0.3812)  time: 0.2204  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3080/29316]  eta: 1:36:10  lr: 0.005000  loss: 1.2763 (1.2873)  bbox_ctrness: 0.6210 (0.6285)  bbox_regression: 0.2556 (0.2775)  classification: 0.3853 (0.3812)  time: 0.2217  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3100/29316]  eta: 1:36:06  lr: 0.005000  loss: 1.2468 (1.2871)  bbox_ctrness: 0.6308 (0.6285)  bbox_regression: 0.2725 (0.2774)  classification: 0.3638 (0.3811)  time: 0.2245  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3120/29316]  eta: 1:36:01  lr: 0.005000  loss: 1.3271 (1.2872)  bbox_ctrness: 0.6285 (0.6285)  bbox_regression: 0.2823 (0.2775)  classification: 0.3991 (0.3812)  time: 0.2142  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3140/29316]  eta: 1:35:56  lr: 0.005000  loss: 1.2068 (1.2867)  bbox_ctrness: 0.6227 (0.6285)  bbox_regression: 0.2287 (0.2772)  classification: 0.3621 (0.3810)  time: 0.2190  data: 0.0034  max mem: 5471
Epoch: [1]  [ 3160/29316]  eta: 1:35:52  lr: 0.005000  loss: 1.2737 (1.2869)  bbox_ctrness: 0.6273 (0.6285)  bbox_regression: 0.2725 (0.2772)  classification: 0.3774 (0.3812)  time: 0.2214  data: 0.0035  max mem: 5471
Epoch: [1]  [ 3180/29316]  eta: 1:35:47  lr: 0.005000  loss: 1.3184 (1.2872)  bbox_ctrness: 0.6309 (0.6285)  bbox_regression: 0.2770 (0.2773)  classification: 0.4068 (0.3813)  time: 0.2194  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3200/29316]  eta: 1:35:43  lr: 0.005000  loss: 1.2629 (1.2872)  bbox_ctrness: 0.6235 (0.6285)  bbox_regression: 0.2728 (0.2773)  classification: 0.3981 (0.3814)  time: 0.2198  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3220/29316]  eta: 1:35:39  lr: 0.005000  loss: 1.3041 (1.2873)  bbox_ctrness: 0.6255 (0.6285)  bbox_regression: 0.2821 (0.2773)  classification: 0.3956 (0.3815)  time: 0.2213  data: 0.0035  max mem: 5471
Epoch: [1]  [ 3240/29316]  eta: 1:35:35  lr: 0.005000  loss: 1.2520 (1.2872)  bbox_ctrness: 0.6221 (0.6284)  bbox_regression: 0.2304 (0.2772)  classification: 0.3736 (0.3815)  time: 0.2211  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3260/29316]  eta: 1:35:30  lr: 0.005000  loss: 1.2895 (1.2871)  bbox_ctrness: 0.6295 (0.6284)  bbox_regression: 0.2773 (0.2772)  classification: 0.3569 (0.3815)  time: 0.2188  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3280/29316]  eta: 1:35:25  lr: 0.005000  loss: 1.3049 (1.2872)  bbox_ctrness: 0.6266 (0.6284)  bbox_regression: 0.2887 (0.2773)  classification: 0.3699 (0.3815)  time: 0.2169  data: 0.0035  max mem: 5471
Epoch: [1]  [ 3300/29316]  eta: 1:35:21  lr: 0.005000  loss: 1.3187 (1.2873)  bbox_ctrness: 0.6285 (0.6284)  bbox_regression: 0.2769 (0.2773)  classification: 0.3952 (0.3816)  time: 0.2190  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3320/29316]  eta: 1:35:16  lr: 0.005000  loss: 1.2973 (1.2875)  bbox_ctrness: 0.6291 (0.6285)  bbox_regression: 0.2727 (0.2774)  classification: 0.4148 (0.3817)  time: 0.2170  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3340/29316]  eta: 1:35:10  lr: 0.005000  loss: 1.2545 (1.2874)  bbox_ctrness: 0.6203 (0.6284)  bbox_regression: 0.2483 (0.2773)  classification: 0.3802 (0.3816)  time: 0.2130  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3360/29316]  eta: 1:35:06  lr: 0.005000  loss: 1.2468 (1.2873)  bbox_ctrness: 0.6262 (0.6284)  bbox_regression: 0.2701 (0.2773)  classification: 0.3625 (0.3816)  time: 0.2217  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3380/29316]  eta: 1:35:02  lr: 0.005000  loss: 1.2906 (1.2873)  bbox_ctrness: 0.6293 (0.6284)  bbox_regression: 0.2855 (0.2773)  classification: 0.3607 (0.3815)  time: 0.2209  data: 0.0039  max mem: 5471
Epoch: [1]  [ 3400/29316]  eta: 1:34:57  lr: 0.005000  loss: 1.3245 (1.2875)  bbox_ctrness: 0.6313 (0.6285)  bbox_regression: 0.2911 (0.2774)  classification: 0.3986 (0.3816)  time: 0.2176  data: 0.0039  max mem: 5471
Epoch: [1]  [ 3420/29316]  eta: 1:34:52  lr: 0.005000  loss: 1.2357 (1.2874)  bbox_ctrness: 0.6278 (0.6285)  bbox_regression: 0.2736 (0.2775)  classification: 0.3620 (0.3815)  time: 0.2146  data: 0.0041  max mem: 5471
Epoch: [1]  [ 3440/29316]  eta: 1:34:47  lr: 0.005000  loss: 1.2957 (1.2876)  bbox_ctrness: 0.6313 (0.6285)  bbox_regression: 0.2900 (0.2775)  classification: 0.3839 (0.3816)  time: 0.2192  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3460/29316]  eta: 1:34:43  lr: 0.005000  loss: 1.3121 (1.2877)  bbox_ctrness: 0.6325 (0.6285)  bbox_regression: 0.2975 (0.2776)  classification: 0.3743 (0.3816)  time: 0.2193  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3480/29316]  eta: 1:34:39  lr: 0.005000  loss: 1.2604 (1.2876)  bbox_ctrness: 0.6235 (0.6285)  bbox_regression: 0.2626 (0.2776)  classification: 0.3689 (0.3815)  time: 0.2215  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3500/29316]  eta: 1:34:35  lr: 0.005000  loss: 1.3155 (1.2876)  bbox_ctrness: 0.6306 (0.6285)  bbox_regression: 0.2722 (0.2776)  classification: 0.3929 (0.3815)  time: 0.2204  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3520/29316]  eta: 1:34:30  lr: 0.005000  loss: 1.2224 (1.2875)  bbox_ctrness: 0.6290 (0.6285)  bbox_regression: 0.2588 (0.2776)  classification: 0.3397 (0.3814)  time: 0.2197  data: 0.0039  max mem: 5471
Epoch: [1]  [ 3540/29316]  eta: 1:34:26  lr: 0.005000  loss: 1.2518 (1.2874)  bbox_ctrness: 0.6326 (0.6285)  bbox_regression: 0.2886 (0.2776)  classification: 0.3533 (0.3813)  time: 0.2189  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3560/29316]  eta: 1:34:21  lr: 0.005000  loss: 1.2211 (1.2872)  bbox_ctrness: 0.6316 (0.6285)  bbox_regression: 0.2633 (0.2775)  classification: 0.3335 (0.3811)  time: 0.2176  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3580/29316]  eta: 1:34:16  lr: 0.005000  loss: 1.2265 (1.2869)  bbox_ctrness: 0.6239 (0.6285)  bbox_regression: 0.2378 (0.2774)  classification: 0.3531 (0.3810)  time: 0.2193  data: 0.0036  max mem: 5471
Epoch: [1]  [ 3600/29316]  eta: 1:34:11  lr: 0.005000  loss: 1.2783 (1.2869)  bbox_ctrness: 0.6227 (0.6285)  bbox_regression: 0.2626 (0.2773)  classification: 0.3707 (0.3810)  time: 0.2146  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3620/29316]  eta: 1:34:07  lr: 0.005000  loss: 1.3477 (1.2871)  bbox_ctrness: 0.6338 (0.6285)  bbox_regression: 0.3086 (0.2774)  classification: 0.4065 (0.3811)  time: 0.2213  data: 0.0041  max mem: 5471
Epoch: [1]  [ 3640/29316]  eta: 1:34:02  lr: 0.005000  loss: 1.2663 (1.2870)  bbox_ctrness: 0.6291 (0.6285)  bbox_regression: 0.2565 (0.2774)  classification: 0.3705 (0.3810)  time: 0.2151  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3660/29316]  eta: 1:33:58  lr: 0.005000  loss: 1.3119 (1.2870)  bbox_ctrness: 0.6309 (0.6286)  bbox_regression: 0.2897 (0.2774)  classification: 0.3747 (0.3810)  time: 0.2194  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3680/29316]  eta: 1:33:53  lr: 0.005000  loss: 1.2495 (1.2871)  bbox_ctrness: 0.6329 (0.6286)  bbox_regression: 0.2739 (0.2775)  classification: 0.3667 (0.3810)  time: 0.2184  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3700/29316]  eta: 1:33:49  lr: 0.005000  loss: 1.2266 (1.2868)  bbox_ctrness: 0.6274 (0.6286)  bbox_regression: 0.2583 (0.2774)  classification: 0.3419 (0.3809)  time: 0.2229  data: 0.0039  max mem: 5471
Epoch: [1]  [ 3720/29316]  eta: 1:33:45  lr: 0.005000  loss: 1.3004 (1.2869)  bbox_ctrness: 0.6310 (0.6286)  bbox_regression: 0.2785 (0.2774)  classification: 0.3799 (0.3810)  time: 0.2226  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3740/29316]  eta: 1:33:41  lr: 0.005000  loss: 1.2491 (1.2867)  bbox_ctrness: 0.6256 (0.6286)  bbox_regression: 0.2595 (0.2773)  classification: 0.3505 (0.3808)  time: 0.2213  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3760/29316]  eta: 1:33:36  lr: 0.005000  loss: 1.3065 (1.2869)  bbox_ctrness: 0.6335 (0.6286)  bbox_regression: 0.3104 (0.2775)  classification: 0.3645 (0.3808)  time: 0.2139  data: 0.0040  max mem: 5471
Epoch: [1]  [ 3780/29316]  eta: 1:33:31  lr: 0.005000  loss: 1.2504 (1.2867)  bbox_ctrness: 0.6342 (0.6286)  bbox_regression: 0.2672 (0.2774)  classification: 0.3522 (0.3807)  time: 0.2192  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3800/29316]  eta: 1:33:26  lr: 0.005000  loss: 1.2754 (1.2866)  bbox_ctrness: 0.6246 (0.6286)  bbox_regression: 0.2577 (0.2773)  classification: 0.3934 (0.3807)  time: 0.2173  data: 0.0037  max mem: 5471
Epoch: [1]  [ 3820/29316]  eta: 1:33:22  lr: 0.005000  loss: 1.2473 (1.2865)  bbox_ctrness: 0.6274 (0.6286)  bbox_regression: 0.2662 (0.2773)  classification: 0.3460 (0.3807)  time: 0.2202  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3840/29316]  eta: 1:33:18  lr: 0.005000  loss: 1.3309 (1.2868)  bbox_ctrness: 0.6282 (0.6286)  bbox_regression: 0.2742 (0.2774)  classification: 0.3751 (0.3808)  time: 0.2200  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3860/29316]  eta: 1:33:13  lr: 0.005000  loss: 1.2037 (1.2863)  bbox_ctrness: 0.6208 (0.6286)  bbox_regression: 0.2316 (0.2772)  classification: 0.3434 (0.3806)  time: 0.2155  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3880/29316]  eta: 1:33:09  lr: 0.005000  loss: 1.3088 (1.2864)  bbox_ctrness: 0.6223 (0.6286)  bbox_regression: 0.2876 (0.2772)  classification: 0.3787 (0.3806)  time: 0.2222  data: 0.0039  max mem: 5471
Epoch: [1]  [ 3900/29316]  eta: 1:33:04  lr: 0.005000  loss: 1.2263 (1.2863)  bbox_ctrness: 0.6282 (0.6286)  bbox_regression: 0.2617 (0.2772)  classification: 0.3446 (0.3805)  time: 0.2170  data: 0.0038  max mem: 5471
Epoch: [1]  [ 3920/29316]  eta: 1:32:59  lr: 0.005000  loss: 1.2433 (1.2862)  bbox_ctrness: 0.6276 (0.6286)  bbox_regression: 0.2733 (0.2772)  classification: 0.3616 (0.3804)  time: 0.2142  data: 0.0040  max mem: 5471
Epoch: [1]  [ 3940/29316]  eta: 1:32:55  lr: 0.005000  loss: 1.2878 (1.2863)  bbox_ctrness: 0.6276 (0.6286)  bbox_regression: 0.2708 (0.2772)  classification: 0.3895 (0.3806)  time: 0.2211  data: 0.0040  max mem: 5471
Epoch: [1]  [ 3960/29316]  eta: 1:32:50  lr: 0.005000  loss: 1.2928 (1.2864)  bbox_ctrness: 0.6267 (0.6286)  bbox_regression: 0.2726 (0.2772)  classification: 0.3807 (0.3806)  time: 0.2207  data: 0.0041  max mem: 5471
Epoch: [1]  [ 3980/29316]  eta: 1:32:46  lr: 0.005000  loss: 1.3155 (1.2866)  bbox_ctrness: 0.6341 (0.6286)  bbox_regression: 0.2727 (0.2772)  classification: 0.3891 (0.3807)  time: 0.2199  data: 0.0036  max mem: 5471
Epoch: [1]  [ 4000/29316]  eta: 1:32:42  lr: 0.005000  loss: 1.2820 (1.2866)  bbox_ctrness: 0.6230 (0.6286)  bbox_regression: 0.2714 (0.2772)  classification: 0.3957 (0.3808)  time: 0.2212  data: 0.0039  max mem: 5471
Epoch: [1]  [ 4020/29316]  eta: 1:32:37  lr: 0.005000  loss: 1.3151 (1.2867)  bbox_ctrness: 0.6329 (0.6286)  bbox_regression: 0.2935 (0.2773)  classification: 0.3872 (0.3809)  time: 0.2191  data: 0.0035  max mem: 5471
Epoch: [1]  [ 4040/29316]  eta: 1:32:33  lr: 0.005000  loss: 1.2874 (1.2868)  bbox_ctrness: 0.6264 (0.6286)  bbox_regression: 0.2780 (0.2773)  classification: 0.3729 (0.3809)  time: 0.2212  data: 0.0040  max mem: 5471
Epoch: [1]  [ 4060/29316]  eta: 1:32:29  lr: 0.005000  loss: 1.3027 (1.2867)  bbox_ctrness: 0.6320 (0.6286)  bbox_regression: 0.2716 (0.2772)  classification: 0.3643 (0.3809)  time: 0.2191  data: 0.0037  max mem: 5471
Epoch: [1]  [ 4080/29316]  eta: 1:32:24  lr: 0.005000  loss: 1.2978 (1.2869)  bbox_ctrness: 0.6260 (0.6286)  bbox_regression: 0.2704 (0.2772)  classification: 0.3938 (0.3810)  time: 0.2199  data: 0.0038  max mem: 5471
